项目代码,Region,Is_Latest,Page,Section,Section_order,Row_key,Row_label_en,Line_order,Param_en,Value_en,Row_label_fr,Param_fr,Value_fr,page_title_fr,section_title_fr,Model,Section_original,Section_normalized,Record_category,Normalization_applied,Normalization_note,Source_line,Review_flags,Review_messages
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_ac_threshold,Energy Saving AC Threshold,1,,25W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,335,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_dc_threshold,Energy Saving DC Threshold,1,,2W,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,336,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_port_label,USB-C High Power Port Label,1,,USB-C 100W高出力ポート,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,337,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_cable_name,USB-C High Power Cable Name,1,,Jackery USB-C to USB-C 5A ケーブル,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,338,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_car_battery_charging_cable_name,Car Battery Charging Cable Name,1,,Jackery 12V 自動車用バッテリー充電ケーブル,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,339,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ups_bypass_output_text,UPS Bypass Output Text,1,,12A（ピーク13.2A）,,,,,,JE-2000E,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,340,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_main_power_button_label,Main Power Button Label,1,,Main POWER Button,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,341,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_dc_usb_power_button_label,DC USB Power Button Label,1,,DC/USB Power Button,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,342,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button Label,1,,AC Power Button,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,343,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_label,Front DC12 Port Label,1,,DC 12V Port,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,344,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_spec,Front DC12 Port Spec,1,,12V/10A Max,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,345,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_label,Front USB-C Low Label,1,,USB-C 30W Output,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,346,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_spec,Front USB-C Low Spec,1,,"30W Max, 5V/3A, 9V/3A, 12V/2.5A, 15V/2A, 20V/1.5A",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,347,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_label,Front USB-C High Label,1,,USB-C 100W Output,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,348,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_spec,Front USB-C High Spec,1,,"100W Max, 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/5A",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,349,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_label,Front USB-A Label,1,,USB-A 18W Output,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,350,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_spec,Front USB-A Spec,1,,"18W Max, 5-6V/3A, 6-9V/2A, 9-12V/1.5A",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,351,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_label,Front AC Output Label,1,,AC Output,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,352,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_spec,Front AC Output Spec,1,,"120V~60Hz, 12.5A, 1500W Rated",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,353,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_total_output_label,Front Total Output Label,1,,Total Output,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,354,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_front_total_output_spec,Front Total Output Spec,1,,"1500W Rated, 3000W Surge Peak",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,355,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_label,Side DC Input Label,1,,DC Input (2 x DC8020 Ports),,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,356,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_pv_spec,Side DC Input PV Spec,1,,"PV: 16-60V/12A Max, combined up to 21A / 400W Max",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,357,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_car_spec,Side DC Input Car Spec,1,,"Car: 11-16V/8A Max, combined up to 8A Max",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,358,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_label,Side AC Input Label,1,,AC Input,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,359,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_spec,Side AC Input Spec,1,,"100V-120V~60Hz, 15A Max, Flash Charge approx. 1650W",,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,360,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_default_standby_duration,Default Standby Duration,1,,2 hours,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,361,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_auto_off_duration,Energy Saving Auto Off Duration,1,,12 hours,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,362,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_ac_threshold,Energy Saving AC Threshold,1,,25W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,363,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_dc_threshold,Energy Saving DC Threshold,1,,2W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,364,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_port_label,USB-C High Power Port Label,1,,USB-C 100W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,365,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_cable_name,USB-C High Power Cable Name,1,,Jackery USB-C to USB-C 5A cable,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,366,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_car_battery_charging_cable_name,Car Battery Charging Cable Name,1,,Jackery 12V automobile battery charging cable,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,367,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,US,TRUE,specifications,TEMPLATE VARS,99,tpl_ups_bypass_output_text,UPS Bypass Output Text,1,,1500W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,368,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_main_power_button_label,Main Power Button Label,1,,メイン電源ボタン,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,369,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_dc_usb_power_button_label,DC USB Power Button Label,1,,DC/USB出力ボタン,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,370,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ac_power_button_label,AC Power Button Label,1,,AC出力ボタン,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,371,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_label,Front DC12 Port Label,1,,12Vシガーソケット出力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,372,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_dc12_port_spec,Front DC12 Port Spec,1,,12V/10A 最大,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,373,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_label,Front USB-C Low Label,1,,USB-C 30W出力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,374,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_low_spec,Front USB-C Low Spec,1,,5V/3A、9V/3A、12V/2.5A、15V/2A、20V/1.5A、最大30W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,375,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_label,Front USB-C High Label,1,,USB-C 100W出力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,376,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_c_high_spec,Front USB-C High Spec,1,,5V/3A、9V/3A、12V/3A、15V/3A、20V/5A、最大100W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,377,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_label,Front USB-A Label,1,,USB-A 18W出力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,378,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_usb_a_spec,Front USB-A Spec,1,,5-6V/3A、6-9V/2A、9-12V/1.5A、最大18W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,379,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_label,Front AC Output Label,1,,AC出力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,380,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_front_ac_output_spec,Front AC Output Spec,1,,100V~50/60Hz、15A、定格1500W、瞬間最大3000W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,381,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_label,Side DC Input Label,1,,DC入力（DC8020ポート×2）,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,382,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_pv_spec,Side DC Input PV Spec,1,,PV: 16-60V/12A、2ポート合計最大21A/400W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,383,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_dc_input_car_spec,Side DC Input Car Spec,1,,車載充電: 11-16V/8A、2ポート合計最大8A,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,384,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_label,Side AC Input Label,1,,AC入力,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,385,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_side_ac_input_spec,Side AC Input Spec,1,,100V-120V~50/60Hz、15A 最大、急速充電 約1450W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,386,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_default_standby_duration,Default Standby Duration,1,,2時間,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,387,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_auto_off_duration,Energy Saving Auto Off Duration,1,,12時間,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,388,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_ac_threshold,Energy Saving AC Threshold,1,,25W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,389,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_energy_saving_dc_threshold,Energy Saving DC Threshold,1,,2W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,390,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_port_label,USB-C High Power Port Label,1,,USB-C 100W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,391,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_usb_c_high_power_cable_name,USB-C High Power Cable Name,1,,Jackery USB-C to USB-C 5A ケーブル,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,392,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_car_battery_charging_cable_name,Car Battery Charging Cable Name,1,,Jackery 12V 自動車用バッテリー充電ケーブル,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,393,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
,JP,TRUE,specifications,TEMPLATE VARS,99,tpl_ups_bypass_output_text,UPS Bypass Output Text,1,,1500W,,,,,,JE-1000F,TEMPLATE VARS,TEMPLATE VARS,template,NO,Separate placeholder/template rows from the main specification table before section-level analysis.,394,TEMPLATE_RECORD,Template placeholder row is kept in the derived output but should be split from the spec source.
